customer_id,customer_segment,age_group,region,acquisition_channel,customer_lifetime_value
CUST-01778,Premium / High-End,36-50,South,Email Marketing,2513.1
CUST-01779,Value Seekers,51-65,North,Organic Search,1274.38
CUST-01780,Value Seekers,51-65,South,Organic Search,670.91
CUST-01781,Budget Shoppers,18-25,North,Organic Search,745.28
CUST-01782,Budget Shoppers,18-25,North,Organic Search,249.76
CUST-01783,Value Seekers,36-50,North,Paid Social,574.53
CUST-01784,Budget Shoppers,26-35,North,Paid Social,359.47
CUST-01785,Value Seekers,26-35,South,Referral,555.66
CUST-01786,Budget Shoppers,36-50,North,Paid Social,159.47
CUST-01787,Value Seekers,26-35,East,Organic Search,822.19
CUST-01788,Budget Shoppers,26-35,South,Paid Social,189.89
CUST-01789,Value Seekers,51-65,North,Organic Search,348.93
CUST-01790,Corporate / Bulk,26-35,East,Paid Social,7251.4
CUST-01791,Premium / High-End,26-35,South,Organic Search,1089.53
CUST-01792,Value Seekers,65+,North,Paid Social,1216.76
CUST-01793,Corporate / Bulk,26-35,East,Paid Social,5642.2
CUST-01794,Corporate / Bulk,18-25,South,Paid Social,9299.63
CUST-01795,Premium / High-End,65+,South,Organic Search,2038.1
CUST-01796,Corporate / Bulk,36-50,South,Referral,7859.16
CUST-01797,Value Seekers,36-50,South,Paid Social,430.49
CUST-01798,Value Seekers,36-50,North,Paid Social,539.95
CUST-01799,Budget Shoppers,18-25,South,Organic Search,124.27
CUST-01800,Value Seekers,26-35,North,Email Marketing,461.94
CUST-01801,Corporate / Bulk,36-50,South,Paid Social,3776.59
CUST-01802,Budget Shoppers,26-35,East,Organic Search,169.14
CUST-01803,Corporate / Bulk,26-35,South,Paid Social,7483.09
CUST-01804,Budget Shoppers,36-50,East,Organic Search,601.34
CUST-01805,Value Seekers,36-50,West,Paid Social,776.83
CUST-01806,Premium / High-End,36-50,East,Paid Social,3634.44
CUST-01807,Premium / High-End,18-25,East,Organic Search,2111.43
CUST-01808,Premium / High-End,36-50,East,Paid Social,1402.75
CUST-01809,Premium / High-End,26-35,West,Organic Search,1523.13
CUST-01810,Premium / High-End,18-25,East,Paid Social,1930.27
CUST-01811,Corporate / Bulk,26-35,South,Organic Search,5292.0
CUST-01812,Budget Shoppers,26-35,West,Organic Search,921.15
CUST-01813,Value Seekers,36-50,South,Organic Search,461.67
CUST-01814,Value Seekers,26-35,South,Direct,1671.99
CUST-01815,Premium / High-End,26-35,North,Referral,2584.65
CUST-01816,Value Seekers,36-50,West,Paid Social,1740.18
CUST-01817,Value Seekers,36-50,East,Email Marketing,1138.11
CUST-01818,Value Seekers,18-25,North,Organic Search,1322.77
CUST-01819,Budget Shoppers,26-35,East,Paid Social,244.22
CUST-01820,Premium / High-End,36-50,North,Direct,1506.5
CUST-01821,Value Seekers,26-35,East,Paid Social,342.61
CUST-01822,Value Seekers,36-50,West,Direct,952.71
CUST-01823,Budget Shoppers,26-35,West,Direct,92.95
CUST-01824,Budget Shoppers,26-35,East,Paid Social,573.91
CUST-01825,Premium / High-End,26-35,West,Organic Search,2750.45
CUST-01826,Value Seekers,18-25,South,Organic Search,813.02
CUST-01827,Budget Shoppers,18-25,East,Email Marketing,219.4
CUST-01828,Corporate / Bulk,18-25,South,Organic Search,5805.61
CUST-01829,Budget Shoppers,36-50,South,Organic Search,173.48
CUST-01830,Value Seekers,36-50,West,Email Marketing,1040.67
CUST-01831,Budget Shoppers,18-25,North,Organic Search,370.51
CUST-01832,Budget Shoppers,26-35,North,Referral,518.88
CUST-01833,Corporate / Bulk,36-50,East,Email Marketing,8624.54
CUST-01834,Value Seekers,18-25,East,Organic Search,1591.73
CUST-01835,Budget Shoppers,51-65,South,Organic Search,325.63
CUST-01836,Budget Shoppers,26-35,West,Organic Search,106.48
CUST-01837,Value Seekers,36-50,North,Paid Social,1247.32
CUST-01838,Budget Shoppers,18-25,South,Email Marketing,125.64
CUST-01839,Budget Shoppers,36-50,East,Organic Search,521.08
CUST-01840,Value Seekers,51-65,West,Email Marketing,2495.05
CUST-01841,Budget Shoppers,36-50,West,Paid Social,339.37
CUST-01842,Budget Shoppers,18-25,North,Paid Social,399.99
CUST-01843,Budget Shoppers,26-35,East,Paid Social,595.32
CUST-01844,Value Seekers,26-35,North,Email Marketing,683.28
CUST-01845,Value Seekers,36-50,North,Organic Search,650.09
CUST-01846,Budget Shoppers,65+,South,Email Marketing,404.73
CUST-01847,Budget Shoppers,36-50,West,Organic Search,578.41
CUST-01848,Budget Shoppers,26-35,South,Organic Search,510.65
CUST-01849,Value Seekers,18-25,East,Paid Social,1129.69
CUST-01850,Premium / High-End,26-35,West,Organic Search,1395.2
CUST-01851,Budget Shoppers,36-50,West,Paid Social,717.9
CUST-01852,Value Seekers,65+,East,Paid Social,1307.45
CUST-01853,Budget Shoppers,65+,East,Email Marketing,233.54
CUST-01854,Value Seekers,26-35,North,Referral,800.4
CUST-01855,Budget Shoppers,18-25,North,Organic Search,420.29
CUST-01856,Budget Shoppers,26-35,East,Email Marketing,556.37
CUST-01857,Corporate / Bulk,36-50,South,Organic Search,6177.52
CUST-01858,Budget Shoppers,26-35,West,Organic Search,212.12
CUST-01859,Budget Shoppers,26-35,North,Organic Search,233.81
CUST-01860,Value Seekers,18-25,East,Organic Search,732.12
CUST-01861,Budget Shoppers,51-65,North,Email Marketing,354.0
CUST-01862,Budget Shoppers,18-25,East,Organic Search,609.54
CUST-01863,Premium / High-End,18-25,West,Email Marketing,1264.65
CUST-01864,Value Seekers,18-25,East,Direct,754.28
CUST-01865,Budget Shoppers,36-50,North,Email Marketing,154.43
CUST-01866,Corporate / Bulk,65+,West,Referral,5088.48
CUST-01867,Premium / High-End,18-25,North,Direct,3451.39
CUST-01868,Premium / High-End,26-35,North,Paid Social,2447.65
CUST-01869,Value Seekers,26-35,West,Organic Search,1204.92
CUST-01870,Value Seekers,26-35,North,Referral,496.19
CUST-01871,Budget Shoppers,36-50,North,Referral,361.51
CUST-01872,Premium / High-End,51-65,West,Organic Search,3236.09
CUST-01873,Budget Shoppers,36-50,South,Organic Search,161.79
CUST-01874,Value Seekers,36-50,East,Paid Social,1069.24
CUST-01875,Value Seekers,26-35,South,Paid Social,930.38
CUST-01876,Value Seekers,26-35,East,Organic Search,1174.87
CUST-01877,Value Seekers,36-50,West,Organic Search,710.61
CUST-01878,Budget Shoppers,51-65,North,Paid Social,105.46
CUST-01879,Budget Shoppers,36-50,West,Direct,252.37
CUST-01880,Value Seekers,18-25,East,Organic Search,1762.54
CUST-01881,Value Seekers,36-50,South,Paid Social,987.87
CUST-01882,Value Seekers,26-35,South,Paid Social,1327.94
CUST-01883,Premium / High-End,26-35,South,Organic Search,805.97
CUST-01884,Budget Shoppers,26-35,East,Organic Search,330.08
CUST-01885,Premium / High-End,36-50,East,Referral,1826.86
CUST-01886,Corporate / Bulk,18-25,North,Organic Search,3788.95
CUST-01887,Budget Shoppers,26-35,North,Organic Search,664.0
CUST-01888,Premium / High-End,26-35,East,Email Marketing,3540.13
CUST-01889,Corporate / Bulk,36-50,West,Email Marketing,13422.06
CUST-01890,Corporate / Bulk,26-35,North,Referral,6999.02
CUST-01891,Premium / High-End,26-35,South,Paid Social,2235.13
CUST-01892,Value Seekers,26-35,South,Email Marketing,1576.87
CUST-01893,Budget Shoppers,26-35,South,Email Marketing,487.64
CUST-01894,Value Seekers,36-50,East,Email Marketing,1402.66
CUST-01895,Premium / High-End,36-50,South,Organic Search,1735.15
CUST-01896,Budget Shoppers,36-50,East,Organic Search,235.83
CUST-01897,Value Seekers,26-35,East,Paid Social,2018.84
CUST-01898,Budget Shoppers,18-25,West,Referral,447.54
CUST-01899,Premium / High-End,26-35,South,Email Marketing,2173.17
CUST-01900,Value Seekers,26-35,East,Paid Social,666.62
CUST-01901,Budget Shoppers,51-65,East,Organic Search,397.51
CUST-01902,Corporate / Bulk,36-50,South,Email Marketing,4645.08
CUST-01903,Value Seekers,65+,West,Organic Search,465.55
CUST-01904,Value Seekers,26-35,East,Organic Search,331.6
CUST-01905,Value Seekers,51-65,South,Organic Search,1192.61
CUST-01906,Budget Shoppers,18-25,East,Email Marketing,509.33
CUST-01907,Value Seekers,18-25,North,Direct,931.39
CUST-01908,Budget Shoppers,36-50,North,Organic Search,125.54
CUST-01909,Budget Shoppers,18-25,East,Referral,592.58
CUST-01910,Value Seekers,18-25,North,Paid Social,162.42
CUST-01911,Value Seekers,65+,North,Referral,642.0
CUST-01912,Budget Shoppers,26-35,North,Email Marketing,108.09
CUST-01913,Value Seekers,51-65,East,Paid Social,524.82
CUST-01914,Value Seekers,26-35,East,Organic Search,750.23
CUST-01915,Budget Shoppers,26-35,North,Referral,225.3
CUST-01916,Value Seekers,51-65,West,Paid Social,1202.83
CUST-01917,Value Seekers,26-35,East,Referral,648.87
CUST-01918,Value Seekers,36-50,East,Organic Search,1163.71
CUST-01919,Value Seekers,18-25,West,Organic Search,934.14
CUST-01920,Premium / High-End,26-35,East,Direct,4185.59
CUST-01921,Budget Shoppers,26-35,East,Direct,650.4
CUST-01922,Budget Shoppers,26-35,West,Email Marketing,566.44
CUST-01923,Budget Shoppers,36-50,West,Email Marketing,423.72
CUST-01924,Budget Shoppers,65+,South,Paid Social,700.97
CUST-01925,Corporate / Bulk,18-25,North,Email Marketing,4635.97
CUST-01926,Budget Shoppers,26-35,South,Paid Social,342.3
CUST-01927,Value Seekers,36-50,North,Email Marketing,862.44
CUST-01928,Value Seekers,51-65,East,Paid Social,1173.32
CUST-01929,Budget Shoppers,51-65,North,Paid Social,206.84
CUST-01930,Premium / High-End,18-25,South,Paid Social,1223.46
CUST-01931,Budget Shoppers,18-25,West,Referral,187.47
CUST-01932,Premium / High-End,18-25,North,Organic Search,1734.92
CUST-01933,Budget Shoppers,26-35,East,Organic Search,112.18
CUST-01934,Premium / High-End,18-25,East,Paid Social,2054.59
CUST-01935,Budget Shoppers,36-50,North,Organic Search,265.52
CUST-01936,Value Seekers,36-50,West,Email Marketing,1093.01
CUST-01937,Premium / High-End,26-35,West,Organic Search,6040.49
CUST-01938,Budget Shoppers,36-50,North,Email Marketing,211.76
CUST-01939,Corporate / Bulk,26-35,South,Organic Search,7034.44
CUST-01940,Value Seekers,26-35,West,Organic Search,1158.26
CUST-01941,Value Seekers,51-65,North,Referral,675.18
CUST-01942,Premium / High-End,18-25,North,Paid Social,2543.02
CUST-01943,Budget Shoppers,36-50,South,Organic Search,169.27
CUST-01944,Budget Shoppers,51-65,East,Organic Search,408.79
CUST-01945,Budget Shoppers,18-25,South,Paid Social,1093.8
CUST-01946,Budget Shoppers,26-35,South,Organic Search,132.96
CUST-01947,Premium / High-End,26-35,East,Organic Search,777.01
CUST-01948,Budget Shoppers,36-50,South,Direct,487.95
CUST-01949,Budget Shoppers,65+,East,Referral,228.25
CUST-01950,Budget Shoppers,36-50,West,Direct,179.02
CUST-01951,Value Seekers,65+,,Email Marketing,787.38
CUST-01952,Budget Shoppers,51-65,East,Organic Search,304.97
CUST-01953,Premium / High-End,26-35,South,Email Marketing,2820.81
CUST-01954,Value Seekers,36-50,South,Organic Search,721.33
CUST-01955,Value Seekers,26-35,West,Email Marketing,1122.57
CUST-01956,Premium / High-End,36-50,South,Email Marketing,2084.79
CUST-01957,Value Seekers,26-35,North,Organic Search,569.95
CUST-01958,Budget Shoppers,18-25,North,Direct,55.86
CUST-01959,Value Seekers,36-50,West,Paid Social,518.3
CUST-01960,Budget Shoppers,36-50,East,Paid Social,233.27
CUST-01961,Corporate / Bulk,26-35,East,Organic Search,7653.91
CUST-01962,Premium / High-End,26-35,South,Paid Social,1256.34
CUST-01963,Corporate / Bulk,26-35,East,Email Marketing,9224.03
CUST-01964,Premium / High-End,26-35,East,Paid Social,5390.98
CUST-01965,Value Seekers,51-65,North,Organic Search,1405.04
CUST-01966,Budget Shoppers,18-25,East,Organic Search,488.61
CUST-01967,Budget Shoppers,51-65,East,Direct,361.5
CUST-01968,Budget Shoppers,36-50,North,Organic Search,699.47
CUST-01969,Premium / High-End,18-25,North,Organic Search,1562.48
CUST-01970,Budget Shoppers,36-50,South,Organic Search,286.37
CUST-01971,Premium / High-End,65+,North,Paid Social,1699.49
CUST-01972,Budget Shoppers,26-35,South,Email Marketing,356.9
CUST-01973,Premium / High-End,36-50,West,Organic Search,1954.68
CUST-01974,Value Seekers,36-50,West,Direct,1174.55
CUST-01975,Value Seekers,36-50,North,Organic Search,1830.57
CUST-01976,Value Seekers,26-35,South,Email Marketing,1061.98
CUST-01977,Budget Shoppers,26-35,North,Organic Search,333.08
CUST-01978,Budget Shoppers,26-35,North,Email Marketing,391.31
CUST-01979,Value Seekers,51-65,West,Direct,1875.54
CUST-01980,Value Seekers,36-50,South,Paid Social,1015.69
CUST-01981,Value Seekers,51-65,North,Paid Social,977.38
CUST-01982,Value Seekers,26-35,North,Organic Search,1623.35
CUST-01983,Corporate / Bulk,26-35,East,Paid Social,5776.39
CUST-01984,Value Seekers,36-50,East,Direct,727.64
CUST-01985,Premium / High-End,18-25,North,Referral,1357.37
CUST-01986,Value Seekers,36-50,East,Email Marketing,1601.54
CUST-01987,Budget Shoppers,36-50,South,Organic Search,268.2
CUST-01988,Value Seekers,51-65,West,Organic Search,1072.18
CUST-01989,Premium / High-End,51-65,East,Paid Social,444.97
CUST-01990,Value Seekers,26-35,West,Organic Search,473.39
CUST-01991,Value Seekers,26-35,West,Organic Search,1032.41
CUST-01992,Corporate / Bulk,26-35,East,Organic Search,8517.5
CUST-01993,Value Seekers,36-50,West,Organic Search,824.97
CUST-01994,Value Seekers,26-35,East,Organic Search,517.74
CUST-01995,Premium / High-End,26-35,West,Organic Search,1187.13
CUST-01996,Corporate / Bulk,18-25,West,Organic Search,6502.99
CUST-01997,Value Seekers,36-50,East,Email Marketing,1585.57
CUST-01998,Budget Shoppers,36-50,South,Organic Search,212.26
CUST-01999,Budget Shoppers,26-35,West,Referral,147.21
CUST-02000,Budget Shoppers,26-35,North,Email Marketing,479.62
CUST-02001,Budget Shoppers,26-35,West,Email Marketing,229.26
CUST-02002,Value Seekers,18-25,West,Organic Search,701.42
CUST-02003,Value Seekers,26-35,North,Paid Social,635.03
CUST-02004,Value Seekers,18-25,East,Organic Search,1582.56
CUST-02005,Premium / High-End,36-50,North,Direct,2709.52
CUST-02006,Budget Shoppers,18-25,East,Email Marketing,168.27
CUST-02007,Corporate / Bulk,51-65,East,Paid Social,8156.46
CUST-02008,Budget Shoppers,26-35,South,Referral,210.22
CUST-02009,Corporate / Bulk,51-65,West,Email Marketing,4633.57
CUST-02010,Value Seekers,26-35,North,Paid Social,544.37
CUST-02011,Budget Shoppers,36-50,South,Email Marketing,394.06
CUST-02012,Premium / High-End,36-50,North,Referral,601.7
CUST-02013,Budget Shoppers,36-50,East,Paid Social,471.61
CUST-02014,Value Seekers,26-35,East,Paid Social,881.34
CUST-02015,Budget Shoppers,65+,West,Referral,267.81
CUST-02016,Budget Shoppers,18-25,South,Referral,541.42
CUST-02017,Budget Shoppers,36-50,South,Paid Social,441.54
CUST-02018,Value Seekers,26-35,North,Direct,327.72
CUST-02019,Corporate / Bulk,51-65,West,Direct,8548.54
CUST-02020,Premium / High-End,26-35,South,Organic Search,2239.57
CUST-02021,Value Seekers,51-65,East,Paid Social,467.51
CUST-02022,Budget Shoppers,26-35,West,Email Marketing,96.49
CUST-02023,Value Seekers,18-25,West,Paid Social,717.27
CUST-02024,Budget Shoppers,26-35,East,Organic Search,357.13
CUST-02025,Premium / High-End,18-25,East,Paid Social,1670.41
CUST-02026,Premium / High-End,51-65,North,Direct,792.73
CUST-02027,Premium / High-End,26-35,North,Paid Social,2632.2
CUST-02028,Premium / High-End,18-25,North,Paid Social,2224.29
CUST-02029,Premium / High-End,36-50,North,Referral,2755.25
CUST-02030,Corporate / Bulk,36-50,East,Email Marketing,4989.72
CUST-02031,Value Seekers,36-50,East,Paid Social,1084.85
CUST-02032,Value Seekers,51-65,East,Referral,226.34
CUST-02033,Budget Shoppers,18-25,North,Organic Search,171.23
CUST-02034,Premium / High-End,36-50,West,Organic Search,2315.53
CUST-02035,Value Seekers,65+,West,Paid Social,1431.02
CUST-02036,Budget Shoppers,26-35,North,Referral,241.64
CUST-02037,Corporate / Bulk,26-35,South,Email Marketing,8583.54
CUST-02038,Premium / High-End,36-50,East,Organic Search,3500.25
CUST-02039,Value Seekers,26-35,East,Organic Search,1285.93
CUST-02040,Corporate / Bulk,26-35,West,Paid Social,12694.5
CUST-02041,Value Seekers,36-50,North,Referral,801.79
CUST-02042,Premium / High-End,26-35,East,Direct,1866.43
CUST-02043,Budget Shoppers,36-50,West,Paid Social,415.53
CUST-02044,Premium / High-End,36-50,South,Paid Social,871.62
CUST-02045,Corporate / Bulk,51-65,South,Organic Search,8242.77
CUST-02046,Premium / High-End,36-50,West,Organic Search,517.08
CUST-02047,Premium / High-End,26-35,North,Paid Social,2770.77
CUST-02048,Corporate / Bulk,51-65,East,Direct,13332.18
CUST-02049,Value Seekers,36-50,South,Direct,168.52
CUST-02050,Premium / High-End,26-35,South,Organic Search,1247.61
CUST-02051,Value Seekers,51-65,North,Paid Social,1058.86
CUST-02052,Budget Shoppers,36-50,East,Referral,244.84
CUST-02053,Premium / High-End,26-35,East,Organic Search,2281.03
CUST-02054,Budget Shoppers,26-35,East,Organic Search,254.77
CUST-02055,Budget Shoppers,36-50,East,Organic Search,207.09
CUST-02056,Premium / High-End,36-50,East,Direct,1440.84
CUST-02057,Budget Shoppers,26-35,West,Referral,604.95
CUST-02058,Corporate / Bulk,65+,North,Organic Search,7586.22
CUST-02059,Budget Shoppers,36-50,West,Paid Social,241.89
CUST-02060,Corporate / Bulk,26-35,East,Organic Search,9125.45
CUST-02061,Budget Shoppers,36-50,South,Direct,220.77
CUST-02062,Value Seekers,36-50,South,Referral,677.86
CUST-02063,Value Seekers,51-65,East,Email Marketing,1223.09
CUST-02064,Budget Shoppers,26-35,East,Organic Search,554.31
CUST-02065,Budget Shoppers,36-50,South,Paid Social,557.68
CUST-02066,Budget Shoppers,36-50,East,Organic Search,147.41
CUST-02067,Premium / High-End,26-35,West,Paid Social,1360.83
CUST-02068,Value Seekers,36-50,South,Organic Search,613.26
CUST-02069,Budget Shoppers,36-50,West,Organic Search,597.31
CUST-02070,Premium / High-End,26-35,North,Paid Social,1111.68
CUST-02071,Premium / High-End,26-35,South,Paid Social,3003.44
CUST-02072,Premium / High-End,18-25,West,Email Marketing,2018.05
CUST-02073,Corporate / Bulk,26-35,West,Paid Social,7127.19
CUST-02074,Budget Shoppers,36-50,East,Organic Search,311.98
CUST-02075,Budget Shoppers,18-25,North,Paid Social,477.83
CUST-02076,Premium / High-End,65+,North,Paid Social,2197.24
CUST-02077,Value Seekers,26-35,East,Direct,1110.19
CUST-02078,Budget Shoppers,51-65,South,Paid Social,166.34
CUST-02079,Premium / High-End,26-35,East,Paid Social,3419.02
CUST-02080,Value Seekers,65+,East,Paid Social,1255.87
CUST-02081,Value Seekers,18-25,North,Referral,1495.34
CUST-02082,Budget Shoppers,26-35,North,Referral,332.77
CUST-02083,Corporate / Bulk,26-35,East,Paid Social,12279.22
CUST-02084,Budget Shoppers,18-25,East,Organic Search,509.08
CUST-02085,Value Seekers,26-35,West,Organic Search,864.7
CUST-02086,Budget Shoppers,36-50,South,Paid Social,338.81
CUST-02087,Budget Shoppers,65+,East,Email Marketing,161.81
CUST-02088,Budget Shoppers,36-50,South,Referral,89.6
CUST-02089,Value Seekers,18-25,South,Direct,984.35
CUST-02090,Value Seekers,36-50,North,Organic Search,210.27
CUST-02091,Budget Shoppers,26-35,North,Organic Search,362.5
CUST-02092,Value Seekers,26-35,South,Organic Search,620.76
CUST-02093,Premium / High-End,18-25,North,Paid Social,1889.41
CUST-02094,Corporate / Bulk,18-25,South,Direct,2312.01
CUST-02095,Budget Shoppers,26-35,East,Referral,614.63
CUST-02096,Value Seekers,36-50,East,Referral,377.03
CUST-02097,Value Seekers,51-65,East,Organic Search,1872.72
CUST-02098,Corporate / Bulk,26-35,South,Email Marketing,5159.78
CUST-02099,Corporate / Bulk,36-50,East,Referral,8763.43
CUST-02100,Value Seekers,18-25,North,Paid Social,924.23
CUST-02101,Budget Shoppers,26-35,North,Email Marketing,395.57
CUST-02102,Budget Shoppers,65+,East,Email Marketing,87.19
CUST-02103,Budget Shoppers,36-50,East,Organic Search,715.7
CUST-02104,Corporate / Bulk,26-35,West,Organic Search,9683.47
CUST-02105,Value Seekers,51-65,West,Referral,609.94
CUST-02106,Budget Shoppers,51-65,West,Paid Social,482.04
CUST-02107,Budget Shoppers,18-25,North,Email Marketing,460.55
CUST-02108,Corporate / Bulk,18-25,North,Email Marketing,10826.11
CUST-02109,Value Seekers,51-65,South,Direct,437.77
CUST-02110,Value Seekers,36-50,East,Paid Social,1745.59
CUST-02111,Value Seekers,51-65,West,Email Marketing,1032.49
CUST-02112,Value Seekers,51-65,East,Email Marketing,1187.68
CUST-02113,Premium / High-End,36-50,East,Organic Search,3077.89
CUST-02114,Premium / High-End,51-65,West,Referral,2073.47
CUST-02115,Value Seekers,36-50,East,Direct,1224.04
CUST-02116,Value Seekers,26-35,West,Organic Search,993.76
CUST-02117,Budget Shoppers,26-35,West,Direct,148.98
CUST-02118,Value Seekers,26-35,South,Organic Search,1259.84
CUST-02119,Corporate / Bulk,26-35,North,Email Marketing,8056.7
CUST-02120,Budget Shoppers,26-35,South,Organic Search,687.2
CUST-02121,Premium / High-End,26-35,East,Organic Search,2342.56
CUST-02122,Corporate / Bulk,51-65,East,Organic Search,4920.61
CUST-02123,Value Seekers,26-35,East,Paid Social,198.63
CUST-02124,Value Seekers,26-35,South,Organic Search,1047.1
CUST-02125,Premium / High-End,26-35,North,Organic Search,1694.56
CUST-02126,Value Seekers,26-35,North,Organic Search,572.27
CUST-02127,Budget Shoppers,18-25,South,Email Marketing,309.83
CUST-02128,Budget Shoppers,26-35,South,Paid Social,106.7
CUST-02129,Budget Shoppers,18-25,West,Paid Social,143.07
CUST-02130,Premium / High-End,26-35,North,Paid Social,3132.51
CUST-02131,Value Seekers,26-35,West,Organic Search,1149.59
CUST-02132,Budget Shoppers,36-50,South,Direct,169.65
CUST-02133,Budget Shoppers,26-35,North,Email Marketing,549.15
CUST-02134,Budget Shoppers,26-35,South,Referral,729.06
CUST-02135,Premium / High-End,36-50,South,Referral,2819.0
CUST-02136,Value Seekers,51-65,West,Paid Social,420.51
CUST-02137,Budget Shoppers,18-25,North,Organic Search,211.07
CUST-02138,Value Seekers,26-35,East,Email Marketing,541.13
CUST-02139,Budget Shoppers,36-50,West,Paid Social,301.33
CUST-02140,Budget Shoppers,36-50,South,Organic Search,186.9
CUST-02141,Budget Shoppers,26-35,East,Email Marketing,678.24
CUST-02142,Premium / High-End,26-35,West,Referral,1138.99
CUST-02143,Budget Shoppers,36-50,East,Email Marketing,340.16
CUST-02144,Value Seekers,65+,North,Paid Social,225.39
CUST-02145,Value Seekers,18-25,North,Organic Search,706.36
CUST-02146,Corporate / Bulk,26-35,West,Email Marketing,7202.54
CUST-02147,Budget Shoppers,26-35,North,Organic Search,724.21
CUST-02148,Value Seekers,26-35,North,Paid Social,813.69
CUST-02149,Value Seekers,26-35,East,Organic Search,1000.62
CUST-02150,Budget Shoppers,26-35,South,Organic Search,342.39
CUST-02151,Budget Shoppers,18-25,North,Email Marketing,502.42
CUST-02152,Budget Shoppers,51-65,South,Organic Search,648.67
CUST-02153,Budget Shoppers,26-35,West,Organic Search,777.09
CUST-02154,Budget Shoppers,26-35,North,Referral,474.35
CUST-02155,Budget Shoppers,26-35,East,Email Marketing,586.82
CUST-02156,Value Seekers,36-50,South,Organic Search,667.4
CUST-02157,Value Seekers,18-25,West,Email Marketing,849.02
CUST-02158,Budget Shoppers,51-65,East,Email Marketing,318.22
CUST-02159,Budget Shoppers,51-65,East,Organic Search,154.07
CUST-02160,Value Seekers,36-50,South,Direct,1919.59
CUST-02161,Budget Shoppers,18-25,East,Organic Search,134.51
CUST-02162,Value Seekers,51-65,North,Referral,852.85
CUST-02163,Corporate / Bulk,51-65,West,Paid Social,4663.66
CUST-02164,Premium / High-End,18-25,West,Paid Social,4458.93
CUST-02165,Corporate / Bulk,18-25,East,Paid Social,7522.92
CUST-02166,Value Seekers,18-25,North,Paid Social,540.57
CUST-02167,Premium / High-End,36-50,,Paid Social,1770.14
CUST-02168,Value Seekers,65+,West,Organic Search,684.28
CUST-02169,Premium / High-End,36-50,South,Paid Social,2885.45
CUST-02170,Budget Shoppers,18-25,North,Organic Search,141.47
CUST-02171,Value Seekers,36-50,West,Paid Social,817.81
CUST-02172,Premium / High-End,26-35,East,Organic Search,1582.13
CUST-02173,Premium / High-End,18-25,East,Organic Search,2215.37
CUST-02174,Budget Shoppers,18-25,North,Referral,530.96
CUST-02175,Corporate / Bulk,36-50,North,Email Marketing,4828.56
CUST-02176,Budget Shoppers,26-35,West,Organic Search,438.76
CUST-02177,Budget Shoppers,26-35,East,Organic Search,381.08
CUST-02178,Premium / High-End,36-50,East,Paid Social,1387.94
CUST-02179,Value Seekers,18-25,South,Referral,480.94
CUST-02180,Premium / High-End,65+,North,Organic Search,1037.36
CUST-02181,Corporate / Bulk,65+,East,Email Marketing,5120.08
CUST-02182,Premium / High-End,36-50,North,Paid Social,1694.98
CUST-02183,Value Seekers,36-50,West,Paid Social,103.85
CUST-02184,Premium / High-End,26-35,North,Paid Social,1015.13
CUST-02185,Premium / High-End,18-25,East,Organic Search,3216.37
CUST-02186,Premium / High-End,51-65,South,Organic Search,1984.1
CUST-02187,Budget Shoppers,51-65,North,Organic Search,241.05
CUST-02188,Value Seekers,36-50,East,Organic Search,1003.72
CUST-02189,Budget Shoppers,26-35,North,Email Marketing,186.92
CUST-02190,Budget Shoppers,26-35,North,Direct,164.44
CUST-02191,Corporate / Bulk,26-35,North,Email Marketing,3923.09
CUST-02192,Premium / High-End,26-35,East,Organic Search,1449.97
CUST-02193,Premium / High-End,36-50,East,Organic Search,2788.1
CUST-02194,Budget Shoppers,18-25,North,Email Marketing,162.46
CUST-02195,Budget Shoppers,65+,West,Organic Search,226.97
CUST-02196,Premium / High-End,36-50,South,Organic Search,4301.55
CUST-02197,Value Seekers,26-35,East,Organic Search,683.65
CUST-02198,Budget Shoppers,18-25,North,Email Marketing,334.09
CUST-02199,Value Seekers,51-65,North,Organic Search,571.59
CUST-02200,Budget Shoppers,51-65,East,Organic Search,108.86
CUST-02201,Corporate / Bulk,26-35,North,Organic Search,5592.07
CUST-02202,Value Seekers,51-65,North,Paid Social,896.83
CUST-02203,Premium / High-End,18-25,West,Organic Search,1120.46
CUST-02204,Budget Shoppers,65+,North,Paid Social,530.7
CUST-02205,Value Seekers,51-65,North,Direct,1371.68
CUST-02206,Premium / High-End,18-25,East,Paid Social,1080.67
CUST-02207,Value Seekers,18-25,East,Email Marketing,1066.23
CUST-02208,Budget Shoppers,26-35,West,Organic Search,186.44
CUST-02209,Corporate / Bulk,51-65,East,Referral,3193.91
CUST-02210,Premium / High-End,18-25,North,Direct,1609.06
CUST-02211,Budget Shoppers,26-35,East,Paid Social,232.49
CUST-02212,Premium / High-End,26-35,East,Organic Search,2514.5
CUST-02213,Value Seekers,26-35,West,Organic Search,659.77
CUST-02214,Corporate / Bulk,26-35,North,Organic Search,7568.48
CUST-02215,Value Seekers,26-35,East,Referral,1044.79
CUST-02216,Budget Shoppers,36-50,West,Organic Search,512.86
CUST-02217,Value Seekers,26-35,South,Paid Social,608.86
CUST-02218,Premium / High-End,36-50,South,Paid Social,2140.19
CUST-02219,Value Seekers,36-50,East,Email Marketing,1429.72
CUST-02220,Budget Shoppers,65+,North,Organic Search,525.07
CUST-02221,Value Seekers,51-65,West,Organic Search,1419.22
