transaction_id,date,product_id,customer_id,region,quantity,unit_price,discount,revenue,cost,profit,competitor_price,inventory_level
TXN-0037790,2025-01-05,PRD-H01,,West,1,55.99,0.0,55.99,18.0,37.99,54.99,1603
TXN-0037791,2025-01-05,PRD-H02,CUST-00627,South,1,147.19,0.0,147.19,75.0,72.19,134.99,939
TXN-0037792,2025-01-05,PRD-H02,CUST-02165,East,8,147.19,0.0,1177.52,600.0,577.52,134.99,931
TXN-0037793,2025-01-05,PRD-H03,CUST-03065,West,4,275.99,0.1,993.56,640.0,353.56,256.49,400
TXN-0037794,2025-01-05,PRD-H04,CUST-01341,West,1,145.59,0.2,116.47,55.0,61.47,124.99,901
TXN-0037795,2025-01-05,PRD-H04,CUST-00863,North,1,145.59,0.0,145.59,55.0,90.59,124.99,900
TXN-0037796,2025-01-05,PRD-H04,CUST-03018,East,1,145.59,0.0,145.59,55.0,90.59,124.99,899
TXN-0037797,2025-01-05,PRD-H04,CUST-00501,East,1,145.59,0.0,145.59,55.0,90.59,124.99,898
TXN-0037798,2025-01-05,PRD-H04,CUST-01651,West,1,145.59,0.0,145.59,55.0,90.59,124.99,897
TXN-0037799,2025-01-05,PRD-B01,CUST-02614,South,1,41.04,0.0,41.04,8.5,32.54,39.9,4993
TXN-0037800,2025-01-05,PRD-B01,CUST-00946,South,1,41.04,0.0,41.04,8.5,32.54,39.9,4992
TXN-0037801,2025-01-05,PRD-B01,CUST-03012,East,1,41.04,0.2,32.83,8.5,24.33,39.9,4991
TXN-0037802,2025-01-05,PRD-B01,CUST-00614,North,1,41.04,0.0,41.04,8.5,32.54,39.9,4990
TXN-0037803,01/05/2025,PRD-B01,CUST-01560,South,1,41.04,0.0,41.04,8.5,32.54,39.9,4989
TXN-0037804,2025-01-05,PRD-B01,CUST-02968,West,1,41.04,0.0,41.04,8.5,32.54,39.9,4988
TXN-0037805,2025-01-05,PRD-B01,CUST-00227,East,1,41.04,0.0,41.04,8.5,32.54,39.9,4987
TXN-0037806,2025-01-05,PRD-B01,CUST-02719,South,1,41.04,0.0,41.04,8.5,32.54,39.9,4986
TXN-0037807,01/05/2025,PRD-B01,CUST-02374,West,1,41.04,0.0,41.04,8.5,32.54,39.9,4985
TXN-0037808,2025-01-05,PRD-B01,CUST-02808,West,1,41.04,0.0,41.04,8.5,32.54,39.9,4984
TXN-0037809,2025-01-05,PRD-B01,CUST-01146,South,1,41.04,0.0,41.04,8.5,32.54,39.9,4983
TXN-0037810,2025-01-05,PRD-B01,CUST-01462,West,1,41.04,0.0,41.04,8.5,32.54,39.9,4982
TXN-0037811,2025-01-05,PRD-B01,CUST-01549,South,1,41.04,0.0,41.04,8.5,32.54,39.9,4981
TXN-0037812,2025-01-05,PRD-B02,CUST-01406,East,2,51.3,0.0,102.6,24.0,78.6,62.64,4094
TXN-0037813,2025-01-05,PRD-B02,CUST-03410,South,1,51.3,0.0,51.3,12.0,39.3,62.64,4093
TXN-0037814,2025-01-05,PRD-B02,CUST-02452,North,4,51.3,0.1,184.68,48.0,136.68,62.64,4089
TXN-0037815,2025-01-05,PRD-B02,CUST-03403,South,1,51.3,0.05,48.73,12.0,36.73,62.64,4088
TXN-0037816,2025-01-05,PRD-B02,CUST-03448,South,2,51.3,0.0,102.6,24.0,78.6,62.64,4086
TXN-0037817,2025-01-05,PRD-B02,CUST-03104,West,1,51.3,0.0,51.3,12.0,39.3,62.64,4085
TXN-0037818,2025-01-05,PRD-B02,CUST-01434,East,1,51.3,0.0,51.3,12.0,39.3,62.64,4084
TXN-0037819,2025-01-05,PRD-B02,CUST-00894,East,1,51.3,0.15,43.6,12.0,31.6,62.64,4083
TXN-0037820,2025-01-05,PRD-B02,CUST-03499,South,2,51.3,0.05,97.46,24.0,73.46,62.64,4081
TXN-0037821,2025-01-05,PRD-B02,CUST-03166,West,1,51.3,0.0,51.3,12.0,39.3,62.64,4080
TXN-0037822,2025-01-05,PRD-B02,CUST-00028,West,1,51.3,0.0,51.3,12.0,39.3,62.64,4079
TXN-0037823,2025-01-05,PRD-B02,CUST-00391,East,1,51.3,0.05,48.73,12.0,36.73,62.64,4078
TXN-0037824,2025-01-05,PRD-B03,CUST-01396,East,5,36.79,,183.95,82.5,101.45,39.89,1997
TXN-0037825,2025-01-05,PRD-B03,CUST-02606,West,1,36.79,0.0,36.79,16.5,20.29,39.89,1996
TXN-0037826,2025-01-05,PRD-B03,CUST-01161,East,1,36.79,0.0,36.79,16.5,20.29,39.89,1995
TXN-0037827,2025-01-05,PRD-B03,CUST-02645,West,1,36.79,0.0,36.79,16.5,20.29,39.89,1994
TXN-0037828,2025-01-05,PRD-B03,CUST-00311,East,1,36.79,0.0,36.79,16.5,20.29,39.89,1993
TXN-0037829,2025-01-05,PRD-B03,CUST-02503,North,1,36.79,0.0,36.79,16.5,20.29,39.89,1992
TXN-0037830,2025-01-05,PRD-B03,CUST-00069,West,1,36.79,0.0,36.79,16.5,20.29,39.89,1991
TXN-0037831,2025-01-05,PRD-B03,CUST-01832,North,1,36.79,0.0,36.79,16.5,20.29,39.89,1990
TXN-0037832,2025-01-05,PRD-B03,CUST-01841,West,1,36.79,0.0,36.79,16.5,20.29,39.89,1989
TXN-0037833,2025-01-05,PRD-B04,CUST-03446,East,1,97.19,0.0,97.19,34.0,63.19,84.99,878
TXN-0037834,2025-01-05,PRD-B04,CUST-01928,East,1,97.19,0.2,77.75,34.0,43.75,84.99,877
TXN-0037835,2025-01-05,PRD-B04,CUST-02980,North,3,97.19,0.0,291.57,102.0,189.57,84.99,874
TXN-0037836,2025-01-05,PRD-B04,CUST-00228,East,1,97.19,0.0,97.19,34.0,63.19,84.99,873
TXN-0037837,2025-01-05,PRD-S01,CUST-02448,South,1,189.99,0.0,189.99,88.0,101.99,180.49,616
TXN-0037838,2025-01-05,PRD-S01,CUST-01986,East,2,189.99,0.0,379.98,176.0,203.98,180.49,614
TXN-0037839,2025-01-05,PRD-S01,CUST-00677,North,1,189.99,0.0,189.99,88.0,101.99,180.49,613
TXN-0037840,2025-01-05,PRD-S01,CUST-02694,South,1,189.99,0.0,189.99,88.0,101.99,180.49,612
TXN-0037841,2025-01-05,PRD-S01,CUST-00945,East,1,189.99,0.05,180.49,88.0,92.49,180.49,611
TXN-0037842,2025-01-05,PRD-S01,CUST-01803,South,10,189.99,0.0,1899.9,880.0,1019.9,180.49,601
TXN-0037843,2025-01-05,PRD-S01,CUST-01808,East,1,189.99,0.0,189.99,88.0,101.99,180.49,600
TXN-0037844,2025-01-05,PRD-S02,CUST-01164,South,1,31.19,0.0,31.19,8.5,22.69,35.63,2881
TXN-0037845,2025-01-05,PRD-S02,CUST-01066,North,1,31.19,0.0,31.19,8.5,22.69,35.63,2880
TXN-0037846,2025-01-05,PRD-S02,CUST-00525,East,1,31.19,0.0,31.19,8.5,22.69,35.63,2879
TXN-0037847,2025-01-05,PRD-S02,CUST-02475,North,1,31.19,0.0,31.19,8.5,22.69,35.63,2878
TXN-0037848,2025-01-05,PRD-S02,CUST-00565,North,1,31.19,0.0,31.19,8.5,22.69,35.63,2877
TXN-0037849,2025-01-05,PRD-S02,CUST-02292,North,1,31.19,0.0,31.19,8.5,22.69,35.63,2876
TXN-0037850,2025-01-05,PRD-S02,CUST-01790,East,3,31.19,0.0,93.57,25.5,68.07,35.63,2873
TXN-0037851,2025-01-05,PRD-S02,CUST-01814,South,2,31.19,0.0,62.38,17.0,45.38,35.63,2871
TXN-0037852,2025-01-05,PRD-S02,CUST-02468,East,1,31.19,0.0,31.19,8.5,22.69,35.63,2870
TXN-0037853,2025-01-05,PRD-S02,CUST-00223,East,1,31.19,0.0,31.19,8.5,22.69,35.63,2869
TXN-0037854,2025-01-05,PRD-S02,CUST-01926,South,1,31.19,0.1,28.07,8.5,19.57,35.63,2868
TXN-0037855,2025-01-05,PRD-S02,CUST-00458,West,2,31.19,0.0,62.38,17.0,45.38,35.63,2866
TXN-0037856,2025-01-05,PRD-S02,CUST-03334,North,1,31.19,0.0,31.19,8.5,22.69,35.63,2865
TXN-0037857,2025-01-05,PRD-S03,CUST-02051,North,1,161.99,0.05,153.89,65.0,88.89,139.99,537
TXN-0037858,2025-01-05,PRD-S03,CUST-02024,East,1,161.99,0.0,161.99,65.0,96.99,139.99,536
TXN-0037859,2025-01-05,PRD-S04,CUST-02603,South,1,47.49,0.0,47.49,19.0,28.49,45.59,1821
TXN-0037860,2025-01-05,PRD-S04,CUST-00876,North,3,47.49,0.15,121.11,57.0,64.11,45.59,1818
TXN-0037861,2025-01-05,PRD-S04,CUST-01431,East,1,47.49,0.0,47.49,19.0,28.49,45.59,1817
TXN-0037862,2025-01-05,PRD-S04,CUST-03321,North,1,47.49,0.0,47.49,19.0,28.49,45.59,1816
TXN-0037863,2025-01-05,PRD-S04,CUST-01614,North,1,47.49,0.0,47.49,19.0,28.49,45.59,1815
TXN-0037864,2025-01-06,PRD-E02,CUST-00795,East,2,175.99,0.0,351.98,220.0,131.98,175.49,1338
TXN-0037865,2025-01-06,PRD-E02,CUST-01027,South,1,175.99,0.0,175.99,110.0,65.99,175.49,1337
TXN-0037866,2025-01-06,PRD-E02,CUST-02032,East,2,175.99,0.0,351.98,220.0,131.98,175.49,1335
TXN-0037867,2025-01-06,PRD-E02,CUST-01082,East,1,175.99,0.0,175.99,110.0,65.99,175.49,1334
TXN-0037868,01/06/2025,PRD-E02,CUST-02762,South,1,175.99,0.0,175.99,110.0,65.99,175.49,1333
TXN-0037869,2025-01-06,PRD-E04,CUST-00601,East,1,62.39,0.0,62.39,26.0,36.39,49.49,2392
TXN-0037870,2025-01-06,PRD-E04,CUST-02417,East,1,62.39,0.0,62.39,26.0,36.39,49.49,2391
TXN-0037871,2025-01-06,PRD-E04,CUST-00118,North,1,62.39,0.0,62.39,26.0,36.39,49.49,2390
TXN-0037872,2025-01-06,PRD-A01,CUST-00254,North,2,57.19,0.0,114.38,44.0,70.38,62.0,2135
TXN-0037873,2025-01-06,PRD-A01,CUST-01339,South,1,57.19,0.0,57.19,22.0,35.19,62.0,2134
TXN-0037874,2025-01-06,PRD-A01,CUST-01096,West,2,57.19,0.15,97.22,44.0,53.22,62.0,2132
TXN-0037875,2025-01-06,PRD-A01,CUST-03266,West,1,57.19,0.0,57.19,22.0,35.19,62.0,2131
TXN-0037876,2025-01-06,PRD-A01,CUST-00058,West,1,57.19,0.0,57.19,22.0,35.19,62.0,2130
TXN-0037877,2025-01-06,PRD-A03,CUST-00360,North,1,46.79,0.2,37.43,14.0,23.43,51.83,2798
TXN-0037878,2025-01-06,PRD-A03,CUST-00263,North,8,46.79,0.0,374.32,112.0,262.32,51.83,2790
TXN-0037879,2025-01-06,PRD-A03,CUST-02045,South,3,46.79,0.0,140.37,42.0,98.37,51.83,2787
TXN-0037880,2025-01-06,PRD-A03,CUST-00453,West,1,46.79,0.15,39.77,14.0,25.77,51.83,2786
TXN-0037881,2025-01-06,PRD-A03,CUST-02064,East,1,46.79,0.0,46.79,14.0,32.79,51.83,2785
TXN-0037882,2025-01-06,PRD-A03,CUST-00059,East,1,46.79,0.0,46.79,14.0,32.79,51.83,2784
TXN-0037883,2025-01-06,PRD-A03,CUST-03002,East,1,46.79,0.0,46.79,14.0,32.79,51.83,2783
TXN-0037884,2025-01-06,PRD-A03,CUST-00966,North,1,46.79,0.0,46.79,14.0,32.79,51.83,2782
TXN-0037885,2025-01-06,PRD-A03,CUST-01934,East,1,46.79,0.0,46.79,14.0,32.79,51.83,2781
TXN-0037886,2025-01-06,PRD-A03,CUST-03337,West,10,46.79,0.0,467.9,140.0,327.9,51.83,2771
TXN-0037887,01/06/2025,PRD-A03,CUST-00603,East,1,46.79,0.0,46.79,14.0,32.79,51.83,2770
TXN-0037888,2025-01-06,PRD-A03,CUST-00257,West,1,46.79,0.0,46.79,14.0,32.79,51.83,2769
TXN-0037889,2025-01-06,PRD-A04,CUST-01616,South,1,90.24,0.15,76.7,38.0,38.7,105.84,1207
TXN-0037890,2025-01-06,PRD-A04,CUST-00789,North,1,90.24,0.0,90.24,38.0,52.24,105.84,1206
TXN-0037891,2025-01-06,PRD-A04,CUST-00921,South,1,90.24,0.0,90.24,38.0,52.24,105.84,1205
TXN-0037892,2025-01-06,PRD-A04,CUST-02141,East,1,90.24,0.0,90.24,38.0,52.24,105.84,1204
TXN-0037893,2025-01-06,PRD-H01,CUST-01572,West,1,55.99,0.05,53.19,18.0,35.19,54.99,1602
TXN-0037894,2025-01-06,PRD-H01,CUST-00718,East,1,55.99,0.1,50.39,18.0,32.39,54.99,1601
TXN-0037895,2025-01-06,PRD-H01,CUST-01093,East,1,55.99,0.05,53.19,18.0,35.19,54.99,1600
TXN-0037896,2025-01-06,PRD-H01,CUST-01672,North,1,55.99,0.1,50.39,18.0,32.39,54.99,1599
TXN-0037897,2025-01-06,PRD-H01,CUST-00227,East,2,55.99,0.0,111.98,36.0,75.98,54.99,1597
TXN-0037898,2025-01-06,PRD-H01,CUST-03172,West,2,55.99,0.0,111.98,36.0,75.98,54.99,1595
TXN-0037899,2025-01-06,PRD-H02,CUST-01819,East,1,147.19,0.0,147.19,75.0,72.19,134.99,930
TXN-0037900,2025-01-06,PRD-H02,CUST-01030,North,5,147.19,0.1,662.35,375.0,287.35,134.99,925
TXN-0037901,2025-01-06,PRD-H02,CUST-01936,West,1,147.19,0.0,147.19,75.0,72.19,134.99,924
TXN-0037902,2025-01-06,PRD-H02,CUST-00535,North,2,147.19,0.0,294.38,150.0,144.38,134.99,922
TXN-0037903,2025-01-06,PRD-H02,CUST-03163,North,1,147.19,0.0,147.19,75.0,72.19,134.99,921
TXN-0037904,2025-01-06,PRD-H02,CUST-01957,North,1,147.19,0.0,147.19,75.0,72.19,134.99,920
TXN-0037905,2025-01-06,PRD-H02,CUST-02591,West,1,147.19,0.05,139.83,75.0,64.83,134.99,919
TXN-0037906,2025-01-06,PRD-H02,CUST-02996,East,1,147.19,0.0,147.19,75.0,72.19,134.99,918
TXN-0037907,2025-01-06,PRD-H03,CUST-01244,South,1,275.99,0.0,275.99,160.0,115.99,256.49,399
TXN-0037908,2025-01-06,PRD-H04,CUST-00395,East,1,145.59,0.0,145.59,55.0,90.59,124.99,896
TXN-0037909,2025-01-06,PRD-H04,CUST-02906,East,1,145.59,0.1,131.03,55.0,76.03,124.99,895
TXN-0037910,2025-01-06,PRD-B01,CUST-03484,East,1,41.04,0.0,41.04,8.5,32.54,39.9,4980
TXN-0037911,2025-01-06,PRD-B01,CUST-02621,East,1,41.04,0.0,41.04,8.5,32.54,39.9,4979
TXN-0037912,2025-01-06,PRD-B01,CUST-01887,North,1,41.04,0.1,36.94,8.5,28.44,39.9,4978
TXN-0037913,2025-01-06,PRD-B01,CUST-02523,West,1,41.04,0.0,41.04,8.5,32.54,39.9,4977
TXN-0037914,2025-01-06,PRD-B01,CUST-03155,West,2,41.04,0.0,82.08,17.0,65.08,39.9,4975
TXN-0037915,2025-01-06,PRD-B02,CUST-01043,East,2,51.3,0.0,102.6,24.0,78.6,62.64,4076
TXN-0037916,2025-01-06,PRD-B02,CUST-01676,North,1,51.3,0.0,51.3,12.0,39.3,62.64,4075
TXN-0037917,2025-01-06,PRD-B02,CUST-01955,West,1,51.3,0.0,51.3,12.0,39.3,62.64,4074
TXN-0037918,2025-01-06,PRD-B02,CUST-03005,West,1,51.3,0.1,46.17,12.0,34.17,62.64,4073
TXN-0037919,2025-01-06,PRD-B02,CUST-01420,South,2,51.3,0.05,97.46,24.0,73.46,62.64,4071
TXN-0037920,2025-01-06,PRD-B03,CUST-01041,South,1,36.79,0.0,36.79,16.5,20.29,39.89,1988
TXN-0037921,2025-01-06,PRD-B03,CUST-02355,South,1,36.79,0.1,33.11,16.5,16.61,39.89,1987
TXN-0037922,2025-01-06,PRD-B03,CUST-03332,East,4,36.79,0.0,147.16,66.0,81.16,39.89,1983
TXN-0037923,2025-01-06,PRD-B03,CUST-03319,North,1,36.79,0.0,36.79,16.5,20.29,39.89,1982
TXN-0037924,2025-01-06,PRD-B03,CUST-00191,East,1,36.79,0.0,36.79,16.5,20.29,39.89,1981
TXN-0037925,2025-01-06,PRD-B03,CUST-02165,East,4,36.79,0.2,117.72,66.0,51.72,39.89,1977
TXN-0037926,2025-01-06,PRD-B03,CUST-02290,North,1,36.79,0.0,36.79,16.5,20.29,39.89,1976
TXN-0037927,2025-01-06,PRD-B03,CUST-02954,North,1,36.79,0.0,36.79,16.5,20.29,39.89,1975
TXN-0037928,2025-01-06,PRD-B03,CUST-02369,North,1,36.79,0.1,33.11,16.5,16.61,39.89,1974
TXN-0037929,2025-01-06,PRD-B03,CUST-02812,South,1,36.79,0.0,36.79,16.5,20.29,39.89,1973
TXN-0037930,2025-01-06,PRD-B03,CUST-02689,South,2,36.79,0.0,73.58,33.0,40.58,39.89,1971
TXN-0037931,2025-01-06,PRD-B04,CUST-02404,North,2,97.19,0.0,194.38,68.0,126.38,84.99,871
TXN-0037932,2025-01-06,PRD-B04,CUST-02869,North,1,97.19,0.0,97.19,34.0,63.19,84.99,870
TXN-0037933,2025-01-06,PRD-B04,CUST-02832,East,1,97.19,0.0,97.19,34.0,63.19,84.99,869
TXN-0037934,2025-01-06,PRD-S01,CUST-01653,West,1,189.99,0.0,189.99,88.0,101.99,180.49,599
TXN-0037935,2025-01-06,PRD-S01,CUST-03110,North,1,189.99,0.1,170.99,88.0,82.99,180.49,598
TXN-0037936,2025-01-06,PRD-S01,CUST-02408,East,2,189.99,0.0,379.98,176.0,203.98,180.49,596
TXN-0037937,2025-01-06,PRD-S01,CUST-01564,West,1,189.99,0.0,189.99,88.0,101.99,180.49,595
TXN-0037938,2025-01-06,PRD-S01,CUST-03008,North,2,189.99,0.0,379.98,176.0,203.98,180.49,593
TXN-0037939,2025-01-06,PRD-S02,CUST-01542,South,1,31.19,0.0,31.19,8.5,22.69,35.63,2864
TXN-0037940,2025-01-06,PRD-S02,CUST-02061,South,1,31.19,0.2,24.95,8.5,16.45,35.63,2863
TXN-0037941,2025-01-06,PRD-S02,CUST-03031,North,1,31.19,0.0,31.19,8.5,22.69,35.63,2862
TXN-0037942,2025-01-06,PRD-S02,CUST-01781,North,1,31.19,0.0,31.19,8.5,22.69,35.63,2861
TXN-0037943,2025-01-06,PRD-S02,CUST-01047,East,1,31.19,0.0,31.19,8.5,22.69,35.63,2860
TXN-0037944,2025-01-06,PRD-S02,CUST-02530,South,1,31.19,0.0,31.19,8.5,22.69,35.63,2859
TXN-0037945,2025-01-06,PRD-S02,CUST-00412,East,1,31.19,0.0,31.19,8.5,22.69,35.63,2858
TXN-0037946,2025-01-06,PRD-S02,CUST-02696,East,1,31.19,0.0,31.19,8.5,22.69,35.63,2857
TXN-0037947,2025-01-06,PRD-S02,CUST-01781,North,1,31.19,0.1,28.07,8.5,19.57,35.63,2856
TXN-0037948,2025-01-06,PRD-S02,CUST-00270,East,2,31.19,0.0,62.38,17.0,45.38,35.63,2854
TXN-0037949,2025-01-06,PRD-S02,CUST-01284,North,1,31.19,0.15,26.51,8.5,18.01,35.63,2853
TXN-0037950,2025-01-06,PRD-S02,CUST-02501,West,2,31.19,0.0,62.38,17.0,45.38,35.63,2851
TXN-0037951,2025-01-06,PRD-S02,CUST-02308,South,1,31.19,0.0,31.19,8.5,22.69,35.63,2850
TXN-0037952,2025-01-06,PRD-S02,CUST-02534,East,1,31.19,0.0,31.19,8.5,22.69,35.63,2849
TXN-0037953,2025-01-06,PRD-S02,CUST-02074,East,1,31.19,0.0,31.19,8.5,22.69,35.63,2848
TXN-0037954,2025-01-06,PRD-S04,CUST-00754,East,1,47.49,0.0,47.49,19.0,28.49,45.59,1814
TXN-0037955,2025-01-06,PRD-S04,CUST-00225,North,2,47.49,0.0,94.98,38.0,56.98,45.59,1812
TXN-0037956,2025-01-07,PRD-E01,CUST-01039,West,1,167.99,0.0,167.99,85.0,82.99,144.99,1720
TXN-0037957,2025-01-07,PRD-E01,CUST-03415,North,2,167.99,0.0,335.98,170.0,165.98,144.99,1718
TXN-0037958,2025-01-07,PRD-E01,CUST-01314,East,1,167.99,0.0,167.99,85.0,82.99,144.99,1717
TXN-0037959,2025-01-07,PRD-E02,CUST-02408,East,1,175.99,0.0,175.99,110.0,65.99,175.49,1332
TXN-0037960,2025-01-07,PRD-E02,CUST-02799,East,1,175.99,0.0,175.99,110.0,65.99,175.49,1331
TXN-0037961,2025-01-07,PRD-E02,CUST-02513,East,1,175.99,0.0,175.99,110.0,65.99,175.49,1330
TXN-0037962,2025-01-07,PRD-E02,CUST-03053,South,1,175.99,0.1,158.39,110.0,48.39,175.49,1329
TXN-0037963,2025-01-07,PRD-E02,CUST-00315,East,2,175.99,0.0,351.98,220.0,131.98,175.49,1327
TXN-0037964,2025-01-07,PRD-E02,CUST-00008,East,3,175.99,0.0,527.97,330.0,197.97,175.49,1324
TXN-0037965,2025-01-07,PRD-E02,CUST-02095,East,1,175.99,0.05,167.19,110.0,57.19,175.49,1323
TXN-0037966,2025-01-07,PRD-E02,CUST-03306,North,4,175.99,0.0,703.96,440.0,263.96,175.49,1319
TXN-0037967,2025-01-07,PRD-E02,CUST-02336,East,1,175.99,0.0,175.99,110.0,65.99,175.49,1318
TXN-0037968,2025-01-07,PRD-E03,CUST-03025,West,1,237.49,0.0,237.49,140.0,97.49,239.0,411
TXN-0037969,2025-01-07,PRD-E04,CUST-00740,North,1,62.39,0.05,59.27,26.0,33.27,49.49,2389
TXN-0037970,2025-01-07,PRD-E04,CUST-02979,East,1,62.39,0.0,62.39,26.0,36.39,49.49,2388
TXN-0037971,2025-01-07,PRD-E04,CUST-00535,North,1,62.39,0.0,62.39,26.0,36.39,49.49,2387
TXN-0037972,2025-01-07,PRD-E04,CUST-03311,North,1,62.39,0.0,62.39,26.0,36.39,49.49,2386
TXN-0037973,2025-01-07,PRD-E04,CUST-01936,West,1,62.39,0.0,62.39,26.0,36.39,49.49,2385
TXN-0037974,2025-01-07,PRD-A01,CUST-02029,North,1,57.19,0.0,57.19,22.0,35.19,62.0,2129
TXN-0037975,2025-01-07,PRD-A01,CUST-00246,West,1,57.19,0.0,57.19,22.0,35.19,62.0,2128
TXN-0037976,2025-01-07,PRD-A01,CUST-02988,East,1,57.19,0.0,57.19,22.0,35.19,62.0,2127
TXN-0037977,2025-01-07,PRD-A01,CUST-00384,North,1,57.19,0.0,57.19,22.0,35.19,62.0,2126
TXN-0037978,2025-01-07,PRD-A01,CUST-01328,East,1,57.19,0.2,45.75,22.0,23.75,62.0,2125
TXN-0037979,2025-01-07,PRD-A01,CUST-00293,South,1,57.19,0.05,54.33,22.0,32.33,62.0,2124
TXN-0037980,2025-01-07,PRD-A01,CUST-02318,West,1,57.19,0.1,51.47,22.0,29.47,62.0,2123
TXN-0037981,2025-01-07,PRD-A01,CUST-01937,West,1,57.19,0.0,57.19,22.0,35.19,62.0,2122
TXN-0037982,2025-01-07,PRD-A02,CUST-01457,South,2,113.99,0.0,227.98,88.0,139.98,109.24,1484
TXN-0037983,2025-01-07,PRD-A02,CUST-03304,North,1,113.99,0.0,113.99,44.0,69.99,109.24,1483
TXN-0037984,2025-01-07,PRD-A02,CUST-02648,North,1,113.99,0.0,113.99,44.0,69.99,109.24,1482
TXN-0037985,2025-01-07,PRD-A02,CUST-01661,West,3,113.99,0.0,341.97,132.0,209.97,109.24,1479
TXN-0037986,2025-01-07,PRD-A02,CUST-00213,East,2,113.99,0.0,227.98,88.0,139.98,109.24,1477
TXN-0037987,2025-01-07,PRD-A02,CUST-01927,North,1,113.99,0.0,113.99,44.0,69.99,109.24,1476
TXN-0037988,2025-01-07,PRD-A03,CUST-01519,North,1,46.79,0.0,46.79,14.0,32.79,51.83,2768
TXN-0037989,2025-01-07,PRD-A03,CUST-00684,South,1,46.79,0.0,46.79,14.0,32.79,51.83,2767
TXN-0037990,2025-01-07,PRD-A03,CUST-01651,West,2,46.79,0.0,93.58,28.0,65.58,51.83,2765
TXN-0037991,2025-01-07,PRD-A03,CUST-03204,North,1,46.79,0.0,46.79,14.0,32.79,51.83,2764
TXN-0037992,2025-01-07,PRD-A03,CUST-00884,East,1,46.79,0.0,46.79,14.0,32.79,51.83,2763
TXN-0037993,2025-01-07,PRD-A03,CUST-01520,West,2,46.79,0.0,93.58,28.0,65.58,51.83,2761
TXN-0037994,2025-01-07,PRD-A03,CUST-02698,East,4,46.79,0.0,187.16,56.0,131.16,51.83,2757
TXN-0037995,2025-01-07,PRD-A03,CUST-03485,East,1,46.79,0.0,46.79,14.0,32.79,51.83,2756
TXN-0037996,2025-01-07,PRD-A03,CUST-02239,South,1,46.79,0.0,46.79,14.0,32.79,51.83,2755
TXN-0037997,2025-01-07,PRD-A03,CUST-03250,East,1,46.79,0.0,46.79,14.0,32.79,51.83,2754
TXN-0037998,2025-01-07,PRD-A03,CUST-00739,West,1,46.79,0.0,46.79,14.0,32.79,51.83,2753
TXN-0037999,2025-01-07,PRD-A03,CUST-00397,North,1,46.79,0.0,46.79,14.0,32.79,51.83,2752
TXN-0038000,2025-01-07,PRD-A03,CUST-00528,West,1,46.79,0.0,46.79,14.0,32.79,51.83,2751
TXN-0038001,01/07/2025,PRD-A04,CUST-00906,West,1,90.24,0.0,90.24,38.0,52.24,105.84,1203
TXN-0038002,2025-01-07,PRD-A04,CUST-01813,South,1,90.24,0.0,90.24,38.0,52.24,105.84,1202
TXN-0038003,2025-01-07,PRD-A04,CUST-03195,South,1,90.24,0.0,90.24,38.0,52.24,105.84,1201
TXN-0038004,2025-01-07,PRD-A04,CUST-02954,North,2,90.24,0.15,153.4,76.0,77.4,105.84,1199
TXN-0038005,2025-01-07,PRD-A04,CUST-00057,East,1,90.24,0.0,90.24,38.0,52.24,105.84,1198
TXN-0038006,2025-01-07,PRD-H01,CUST-01184,West,1,55.99,0.05,53.19,18.0,35.19,54.99,1594
TXN-0038007,2025-01-07,PRD-H01,CUST-01267,South,2,55.99,0.0,111.98,36.0,75.98,54.99,1592
TXN-0038008,2025-01-07,PRD-H01,CUST-03274,West,4,55.99,0.1,201.56,72.0,129.56,54.99,1588
TXN-0038009,2025-01-07,PRD-H01,CUST-02287,North,1,55.99,0.0,55.99,18.0,37.99,54.99,1587
TXN-0038010,2025-01-07,PRD-H01,CUST-00486,East,1,55.99,0.2,44.79,18.0,26.79,54.99,1586
TXN-0038011,2025-01-07,PRD-H01,CUST-00414,South,1,55.99,0.0,55.99,18.0,37.99,54.99,1585
TXN-0038012,2025-01-07,PRD-H01,CUST-00772,East,3,55.99,0.0,167.97,54.0,113.97,54.99,1582
TXN-0038013,2025-01-07,PRD-H02,CUST-02557,West,1,147.19,0.0,147.19,75.0,72.19,134.99,917
TXN-0038014,2025-01-07,PRD-H02,CUST-03319,North,2,147.19,0.0,294.38,150.0,144.38,134.99,915
TXN-0038015,2025-01-07,PRD-H02,CUST-00908,North,1,147.19,0.0,147.19,75.0,72.19,134.99,914
TXN-0038016,2025-01-07,PRD-H02,CUST-01035,East,2,147.19,0.0,294.38,150.0,144.38,134.99,912
TXN-0038017,2025-01-07,PRD-H02,CUST-00235,West,1,147.19,0.0,147.19,75.0,72.19,134.99,911
TXN-0038018,2025-01-07,PRD-H03,CUST-01435,East,1,275.99,0.0,275.99,160.0,115.99,256.49,398
TXN-0038019,2025-01-07,PRD-H03,CUST-03058,West,1,275.99,0.0,275.99,160.0,115.99,256.49,397
TXN-0038020,01/07/2025,PRD-H04,CUST-00397,North,1,145.59,0.0,145.59,55.0,90.59,124.99,894
TXN-0038021,2025-01-07,PRD-H04,CUST-01124,North,1,145.59,0.0,145.59,55.0,90.59,124.99,893
TXN-0038022,2025-01-07,PRD-B01,CUST-01806,East,1,41.04,0.0,41.04,8.5,32.54,39.9,4974
