date,product_id,price,quantity_sold,competitor_price,revenue
2025-01-23,PRD-H03,284.99,4,270.74,1139.96
2025-01-23,PRD-H04,135.19,5,124.99,675.95
2025-01-23,PRD-B01,34.96,12,39.9,410.77
2025-01-23,PRD-B02,56.16,6,60.9,331.34
2025-01-23,PRD-B03,35.19,12,37.99,411.72
2025-01-23,PRD-B04,85.49,4,91.79,341.96
2025-01-23,PRD-S01,215.99,4,205.19,863.96
2025-01-23,PRD-S02,26.39,26,29.69,650.5
2025-01-23,PRD-S03,131.99,1,151.19,131.99
2025-01-23,PRD-S04,51.99,2,50.39,101.38
2025-01-24,PRD-E01,131.99,5,130.49,653.35
2025-01-24,PRD-E02,183.99,14,185.24,2557.46
2025-01-24,PRD-E03,219.99,7,239.0,1539.93
2025-01-24,PRD-E04,59.99,7,49.49,413.93
2025-01-24,PRD-A01,61.74,16,58.9,987.84
2025-01-24,PRD-A02,129.59,2,114.99,259.18
2025-01-24,PRD-A03,44.99,8,47.99,346.42
2025-01-24,PRD-A04,102.59,9,93.1,923.31
2025-01-24,PRD-H01,53.99,3,52.24,159.27
2025-01-24,PRD-H02,179.19,3,157.49,528.61
2025-01-24,PRD-H03,284.99,2,270.74,555.73
2025-01-24,PRD-H04,135.19,5,124.99,675.95
2025-01-24,PRD-B01,34.96,8,39.9,279.68
2025-01-24,PRD-B02,56.16,9,60.9,499.82
2025-01-24,PRD-B03,35.19,16,37.99,559.52
2025-01-24,PRD-B04,85.49,3,91.79,256.47
2025-01-24,PRD-S01,215.99,7,205.19,1501.13
2025-01-24,PRD-S02,26.39,21,29.69,554.19
2025-01-24,PRD-S03,131.99,4,151.19,527.96
2025-01-24,PRD-S04,51.99,4,50.39,207.96
2025-01-25,PRD-E01,131.99,13,130.49,1689.47
2025-01-25,PRD-E02,183.99,9,185.24,1619.11
2025-01-25,PRD-E03,219.99,3,239.0,659.97
2025-01-25,PRD-E04,59.99,14,49.49,818.86
2025-01-25,PRD-A01,61.74,12,58.9,740.88
2025-01-25,PRD-A02,129.59,2,114.99,246.22
2025-01-25,PRD-A03,44.99,21,47.99,942.54
2025-01-25,PRD-A04,102.59,4,93.1,405.23
2025-01-25,PRD-H01,53.99,22,52.24,1187.78
2025-01-25,PRD-H02,179.19,3,157.49,492.77
2025-01-25,PRD-H03,284.99,3,270.74,854.97
2025-01-25,PRD-H04,135.19,3,124.99,405.57
2025-01-25,PRD-B01,34.96,22,39.9,769.12
2025-01-25,PRD-B02,56.16,7,60.9,381.89
2025-01-25,PRD-B03,35.19,24,37.99,821.68
2025-01-25,PRD-B04,85.49,1,91.79,85.49
2025-01-25,PRD-S01,215.99,9,205.19,1943.91
2025-01-25,PRD-S02,26.39,29,29.69,754.75
2025-01-25,PRD-S03,131.99,3,151.19,395.97
2025-01-25,PRD-S04,51.99,6,50.39,311.94
2025-01-26,PRD-E01,131.99,16,130.49,1979.84
2025-01-26,PRD-E02,183.99,12,185.24,2207.88
2025-01-26,PRD-E03,219.99,6,239.0,1297.94
2025-01-26,PRD-E04,59.99,8,49.49,473.92
2025-01-26,PRD-A01,61.74,12,58.9,737.79
2025-01-26,PRD-A02,129.59,14,114.99,1814.26
2025-01-26,PRD-A03,44.99,32,47.99,1439.68
2025-01-26,PRD-A04,102.59,2,93.1,205.18
2025-01-26,PRD-H01,53.99,13,52.24,701.87
2025-01-26,PRD-H02,179.19,3,157.49,537.57
2025-01-26,PRD-H03,284.99,3,270.74,854.97
2025-01-26,PRD-H04,135.19,7,124.99,939.57
2025-01-26,PRD-B01,34.96,15,39.9,520.9
2025-01-26,PRD-B02,56.16,7,60.9,393.12
2025-01-26,PRD-B03,35.19,23,37.99,797.05
2025-01-26,PRD-B04,85.49,8,91.79,671.1
2025-01-26,PRD-S01,215.99,15,205.19,3218.25
2025-01-26,PRD-S02,26.39,22,29.69,571.34
2025-01-26,PRD-S03,131.99,1,151.19,131.99
2025-01-26,PRD-S04,51.99,4,50.39,202.76
2025-01-27,PRD-E01,142.49,5,130.49,698.21
2025-01-27,PRD-E02,223.99,6,185.24,1299.14
2025-01-27,PRD-E03,249.99,1,239.0,249.99
2025-01-27,PRD-E04,56.99,12,49.49,683.88
2025-01-27,PRD-A01,59.79,18,58.9,1058.28
2025-01-27,PRD-A02,124.79,3,114.99,361.89
2025-01-27,PRD-A03,39.59,11,47.99,423.61
2025-01-27,PRD-A04,106.39,5,93.1,521.31
2025-01-27,PRD-H01,47.49,10,52.24,474.9
2025-01-27,PRD-H02,179.19,1,157.49,179.19
2025-01-27,PRD-H03,275.99,4,270.74,1103.96
2025-01-27,PRD-H04,145.59,2,124.99,291.18
2025-01-27,PRD-B01,38.0,16,39.9,602.3
2025-01-27,PRD-B02,56.16,4,60.9,224.64
2025-01-27,PRD-B03,41.59,9,37.99,368.07
2025-01-27,PRD-B04,79.19,6,91.79,475.14
2025-01-27,PRD-S01,189.99,5,205.19,883.45
2025-01-27,PRD-S02,27.59,24,29.69,653.88
2025-01-27,PRD-S03,149.99,3,151.19,449.97
2025-01-27,PRD-S04,51.99,0,50.39,0.0
2025-01-28,PRD-E01,142.49,5,130.49,712.45
2025-01-28,PRD-E02,223.99,6,185.24,1343.94
2025-01-28,PRD-E03,249.99,2,239.0,499.98
2025-01-28,PRD-E04,56.99,4,49.49,227.96
2025-01-28,PRD-A01,59.79,16,58.9,923.75
2025-01-28,PRD-A02,124.79,6,114.99,748.74
2025-01-28,PRD-A03,39.59,5,47.99,197.95
2025-01-28,PRD-A04,106.39,7,93.1,734.09
2025-01-28,PRD-H01,47.49,10,52.24,474.9
2025-01-28,PRD-H02,179.19,1,157.49,179.19
2025-01-28,PRD-H03,275.99,4,270.74,1076.36
2025-01-28,PRD-H04,145.59,2,124.99,291.18
2025-01-28,PRD-B01,38.0,12,39.9,456.0
2025-01-28,PRD-B02,56.16,4,60.9,221.83
2025-01-28,PRD-B03,41.59,8,37.99,330.64
2025-01-28,PRD-B04,79.19,2,91.79,158.38
2025-01-28,PRD-S01,189.99,10,205.19,1823.9
2025-01-28,PRD-S02,27.59,28,29.69,751.82
2025-01-28,PRD-S03,149.99,5,151.19,719.95
2025-01-28,PRD-S04,51.99,2,50.39,103.98
2025-01-29,PRD-E01,142.49,1,130.49,142.49
2025-01-29,PRD-E02,223.99,10,185.24,2206.3
2025-01-29,PRD-E03,249.99,3,239.0,749.97
2025-01-29,PRD-E04,56.99,3,49.49,162.42
2025-01-29,PRD-A01,59.79,15,58.9,896.85
2025-01-29,PRD-A02,124.79,3,114.99,368.13
2025-01-29,PRD-A03,39.59,7,47.99,267.23
2025-01-29,PRD-A04,106.39,12,93.1,1276.68
2025-01-29,PRD-H01,47.49,8,52.24,372.81
2025-01-29,PRD-H02,179.19,5,157.49,860.11
2025-01-29,PRD-H03,275.99,5,270.74,1379.95
2025-01-29,PRD-H04,145.59,1,124.99,145.59
2025-01-29,PRD-B01,38.0,13,39.9,490.2
2025-01-29,PRD-B02,56.16,6,60.9,317.29
2025-01-29,PRD-B03,41.59,4,37.99,166.36
2025-01-29,PRD-B04,79.19,5,91.79,388.03
2025-01-29,PRD-S01,189.99,6,205.19,1120.94
2025-01-29,PRD-S02,27.59,26,29.69,707.68
2025-01-29,PRD-S03,149.99,1,151.19,149.99
2025-01-29,PRD-S04,51.99,10,50.39,478.3
2025-01-30,PRD-E01,142.49,2,130.49,284.98
2025-01-30,PRD-E02,223.99,2,185.24,447.98
2025-01-30,PRD-E03,249.99,2,239.0,499.98
2025-01-30,PRD-E04,56.99,3,49.49,168.12
2025-01-30,PRD-A01,59.79,14,58.9,795.2
2025-01-30,PRD-A02,124.79,7,114.99,861.05
2025-01-30,PRD-A03,39.59,24,47.99,950.16
2025-01-30,PRD-A04,106.39,1,93.1,106.39
2025-01-30,PRD-H01,47.49,10,52.24,467.78
2025-01-30,PRD-H02,179.19,0,157.49,0.0
2025-01-30,PRD-H03,275.99,5,270.74,1324.75
2025-01-30,PRD-H04,145.59,7,124.99,1004.57
2025-01-30,PRD-B01,38.0,5,39.9,190.0
2025-01-30,PRD-B02,56.16,15,60.9,800.27
2025-01-30,PRD-B03,41.59,13,37.99,505.31
2025-01-30,PRD-B04,79.19,3,91.79,237.57
2025-01-30,PRD-S01,189.99,17,205.19,3172.83
2025-01-30,PRD-S02,27.59,38,29.69,995.98
2025-01-30,PRD-S03,149.99,3,151.19,442.47
2025-01-30,PRD-S04,51.99,3,50.39,155.97
2025-01-31,PRD-E01,142.49,2,130.49,284.98
2025-01-31,PRD-E02,223.99,6,185.24,1343.94
2025-01-31,PRD-E03,249.99,11,239.0,2749.89
2025-01-31,PRD-E04,56.99,4,49.49,225.11
2025-01-31,PRD-A01,59.79,25,58.9,1494.75
2025-01-31,PRD-A02,124.79,2,114.99,249.58
2025-01-31,PRD-A03,39.59,7,47.99,277.13
2025-01-31,PRD-A04,106.39,2,93.1,202.14
2025-01-31,PRD-H01,47.49,8,52.24,375.18
2025-01-31,PRD-H02,179.19,2,157.49,322.54
2025-01-31,PRD-H03,275.99,1,270.74,275.99
2025-01-31,PRD-H04,145.59,2,124.99,291.18
2025-01-31,PRD-B01,38.0,10,39.9,380.0
2025-01-31,PRD-B02,56.16,13,60.9,730.08
2025-01-31,PRD-B03,41.59,13,37.99,519.87
2025-01-31,PRD-B04,79.19,6,91.79,475.14
2025-01-31,PRD-S01,189.99,11,205.19,2080.39
2025-01-31,PRD-S02,27.59,16,29.69,424.88
2025-01-31,PRD-S03,149.99,3,151.19,449.97
2025-01-31,PRD-S04,51.99,3,50.39,145.57
2025-02-01,PRD-E01,142.49,12,130.49,1603.03
2025-02-01,PRD-E02,223.99,3,185.24,604.77
2025-02-01,PRD-E03,249.99,0,239.0,0.0
2025-02-01,PRD-E04,56.99,8,49.49,450.22
2025-02-01,PRD-A01,59.79,2,58.9,119.58
2025-02-01,PRD-A02,124.79,7,114.99,848.57
2025-02-01,PRD-A03,39.59,15,47.99,593.85
2025-02-01,PRD-A04,106.39,2,93.1,212.78
2025-02-01,PRD-H01,47.49,5,52.24,232.7
2025-02-01,PRD-H02,179.19,1,157.49,179.19
2025-02-01,PRD-H03,275.99,3,270.74,827.97
2025-02-01,PRD-H04,145.59,6,124.99,858.98
2025-02-01,PRD-B01,38.0,10,39.9,368.6
2025-02-01,PRD-B02,56.16,18,60.9,991.21
2025-02-01,PRD-B03,41.59,6,37.99,247.46
2025-02-01,PRD-B04,79.19,2,91.79,158.38
2025-02-01,PRD-S01,189.99,3,205.19,569.97
2025-02-01,PRD-S02,27.59,23,29.69,623.53
2025-02-01,PRD-S03,149.99,3,151.19,449.97
2025-02-01,PRD-S04,51.99,4,50.39,207.96
2025-02-02,PRD-E01,142.49,3,130.49,427.47
2025-02-02,PRD-E02,223.99,2,185.24,447.98
2025-02-02,PRD-E03,249.99,3,239.0,749.97
2025-02-02,PRD-E04,56.99,4,49.49,227.96
2025-02-02,PRD-A01,59.79,23,58.9,1366.2
2025-02-02,PRD-A02,124.79,5,114.99,623.95
2025-02-02,PRD-A03,39.59,13,47.99,510.71
2025-02-02,PRD-A04,106.39,7,93.1,734.09
2025-02-02,PRD-H01,47.49,6,52.24,275.44
2025-02-02,PRD-H02,179.19,8,157.49,1433.52
2025-02-02,PRD-H03,275.99,2,270.74,524.38
2025-02-02,PRD-H04,145.59,3,124.99,436.77
2025-02-02,PRD-B01,38.0,18,39.9,678.3
2025-02-02,PRD-B02,56.16,5,60.9,272.37
2025-02-02,PRD-B03,41.59,10,37.99,415.9
2025-02-02,PRD-B04,79.19,1,91.79,75.23
2025-02-02,PRD-S01,189.99,9,205.19,1690.91
2025-02-02,PRD-S02,27.59,15,29.69,411.09
2025-02-02,PRD-S03,149.99,0,151.19,0.0
2025-02-02,PRD-S04,51.99,3,50.39,145.57
2025-02-03,PRD-E01,142.49,2,130.49,284.98
2025-02-03,PRD-E02,223.99,2,185.24,380.78
2025-02-03,PRD-E03,249.99,5,239.0,1174.95
2025-02-03,PRD-E04,56.99,9,52.24,504.36
2025-02-03,PRD-A01,59.79,12,62.0,711.5
2025-02-03,PRD-A02,124.79,1,114.99,106.07
2025-02-03,PRD-A03,39.59,28,51.83,1098.62
2025-02-03,PRD-A04,106.39,4,105.84,425.56
2025-02-03,PRD-H01,47.49,17,59.39,807.33
2025-02-03,PRD-H02,179.19,3,149.99,537.57
2025-02-03,PRD-H03,275.99,0,299.24,0.0
2025-02-03,PRD-H04,145.59,4,134.99,575.08
2025-02-03,PRD-B01,38.0,6,44.1,216.6
2025-02-03,PRD-B02,56.16,9,60.9,477.36
2025-02-03,PRD-B03,41.59,14,36.09,582.26
2025-02-03,PRD-B04,79.19,3,89.24,225.69
2025-02-03,PRD-S01,189.99,4,170.99,759.96
2025-02-03,PRD-S02,27.59,20,31.34,540.76
2025-02-03,PRD-S03,149.99,3,146.99,419.97
2025-02-03,PRD-S04,51.99,2,45.59,103.98
2025-02-04,PRD-E01,142.49,2,130.49,284.98
2025-02-04,PRD-E02,223.99,5,185.24,1119.95
2025-02-04,PRD-E03,249.99,4,239.0,999.96
2025-02-04,PRD-E04,56.99,3,52.24,170.97
2025-02-04,PRD-A01,59.79,12,62.0,711.5
2025-02-04,PRD-A02,124.79,7,114.99,829.85
2025-02-04,PRD-A03,39.59,18,51.83,682.92
2025-02-04,PRD-A04,106.39,10,105.84,1063.9
2025-02-04,PRD-H01,47.49,3,59.39,130.6
2025-02-04,PRD-H02,179.19,0,149.99,0.0
2025-02-04,PRD-H03,275.99,2,299.24,551.98
2025-02-04,PRD-H04,145.59,5,134.99,727.95
2025-02-04,PRD-B01,38.0,18,44.1,684.0
2025-02-04,PRD-B02,56.16,4,60.9,224.64
2025-02-04,PRD-B03,41.59,9,36.09,368.07
2025-02-04,PRD-B04,79.19,6,89.24,475.14
2025-02-04,PRD-S01,189.99,6,170.99,1139.94
2025-02-04,PRD-S02,27.59,13,31.34,354.53
2025-02-04,PRD-S03,149.99,0,146.99,0.0
2025-02-04,PRD-S04,51.99,1,45.59,51.99
2025-02-05,PRD-E01,142.49,10,130.49,1339.42
2025-02-05,PRD-E02,223.99,5,185.24,1086.35
2025-02-05,PRD-E03,249.99,1,239.0,249.99
2025-02-05,PRD-E04,56.99,7,52.24,398.93
2025-02-05,PRD-A01,59.79,6,62.0,358.74
2025-02-05,PRD-A02,124.79,2,114.99,237.1
2025-02-05,PRD-A03,39.59,9,51.83,356.31
2025-02-05,PRD-A04,106.39,0,105.84,0.0
2025-02-05,PRD-H01,47.49,3,59.39,135.35
2025-02-05,PRD-H02,179.19,5,149.99,886.99
2025-02-05,PRD-H03,275.99,2,299.24,551.98
2025-02-05,PRD-H04,145.59,2,134.99,291.18
2025-02-05,PRD-B01,38.0,11,44.1,414.2
2025-02-05,PRD-B02,56.16,8,60.9,440.86
2025-02-05,PRD-B03,41.59,11,36.09,449.17
2025-02-05,PRD-B04,79.19,1,89.24,79.19
2025-02-05,PRD-S01,189.99,4,170.99,740.96
2025-02-05,PRD-S02,27.59,16,31.34,438.68
2025-02-05,PRD-S03,149.99,1,146.99,149.99
2025-02-05,PRD-S04,51.99,5,45.59,259.95
2025-02-06,PRD-E01,142.49,7,130.49,990.31
2025-02-06,PRD-E02,223.99,3,185.24,671.97
2025-02-06,PRD-E03,249.99,4,239.0,999.96
2025-02-06,PRD-E04,56.99,15,52.24,854.85
2025-02-06,PRD-A01,59.79,15,62.0,896.85
2025-02-06,PRD-A02,124.79,4,114.99,492.92
2025-02-06,PRD-A03,39.59,4,51.83,158.36
2025-02-06,PRD-A04,106.39,4,105.84,425.56
2025-02-06,PRD-H01,47.49,13,59.39,617.37
2025-02-06,PRD-H02,179.19,5,149.99,895.95
2025-02-06,PRD-H03,275.99,0,299.24,0.0
2025-02-06,PRD-H04,145.59,5,134.99,727.95
2025-02-06,PRD-B01,38.0,11,44.1,404.7
2025-02-06,PRD-B02,56.16,7,60.9,384.7
2025-02-06,PRD-B03,41.59,5,36.09,203.79
2025-02-06,PRD-B04,79.19,5,89.24,395.95
2025-02-06,PRD-S01,189.99,8,170.99,1510.42
2025-02-06,PRD-S02,27.59,15,31.34,402.81
2025-02-06,PRD-S03,149.99,3,146.99,442.47
2025-02-06,PRD-S04,51.99,2,45.59,103.98
2025-02-07,PRD-E01,142.49,1,130.49,142.49
2025-02-07,PRD-E02,223.99,7,185.24,1523.13
2025-02-07,PRD-E03,249.99,4,239.0,999.96
2025-02-07,PRD-E04,56.99,10,52.24,569.9
2025-02-07,PRD-A01,59.79,8,62.0,472.34
2025-02-07,PRD-A02,124.79,8,114.99,873.52
2025-02-07,PRD-A03,39.59,8,51.83,312.76
2025-02-07,PRD-A04,106.39,6,105.84,638.34
2025-02-07,PRD-H01,47.49,5,59.39,237.45
2025-02-07,PRD-H02,179.19,1,149.99,179.19
2025-02-07,PRD-H03,275.99,1,299.24,275.99
2025-02-07,PRD-H04,145.59,7,134.99,1004.57
2025-02-07,PRD-B01,38.0,6,44.1,224.2
2025-02-07,PRD-B02,56.16,10,60.9,555.98
2025-02-07,PRD-B03,41.59,4,36.09,166.36
2025-02-07,PRD-B04,79.19,5,89.24,391.99
2025-02-07,PRD-S01,189.99,6,170.99,1092.44
2025-02-07,PRD-S02,27.59,12,31.34,311.76
2025-02-07,PRD-S03,149.99,2,146.99,299.98
2025-02-07,PRD-S04,51.99,10,45.59,491.3
2025-02-08,PRD-E01,142.49,4,130.49,541.47
2025-02-08,PRD-E02,223.99,7,185.24,1444.73
2025-02-08,PRD-E03,249.99,0,239.0,0.0
2025-02-08,PRD-E04,56.99,11,52.24,621.19
2025-02-08,PRD-A01,59.79,17,62.0,1004.47
2025-02-08,PRD-A02,124.79,6,114.99,748.74
2025-02-08,PRD-A03,39.59,7,51.83,273.17
2025-02-08,PRD-A04,106.39,3,105.84,319.17
2025-02-08,PRD-H01,47.49,21,59.39,964.05
2025-02-08,PRD-H02,179.19,1,149.99,179.19
2025-02-08,PRD-H03,275.99,2,299.24,551.98
2025-02-08,PRD-H04,145.59,6,134.99,873.54
2025-02-08,PRD-B01,38.0,11,44.1,418.0
2025-02-08,PRD-B02,56.16,14,60.9,775.01
2025-02-08,PRD-B03,41.59,10,36.09,411.74
2025-02-08,PRD-B04,79.19,2,89.24,158.38
2025-02-08,PRD-S01,189.99,4,170.99,740.96
2025-02-08,PRD-S02,27.59,14,31.34,383.5
2025-02-08,PRD-S03,149.99,5,146.99,749.95
2025-02-08,PRD-S04,51.99,5,45.59,259.95
2025-02-09,PRD-E01,142.49,3,130.49,427.47
2025-02-09,PRD-E02,223.99,7,185.24,1545.53
2025-02-09,PRD-E03,249.99,2,239.0,487.48
2025-02-09,PRD-E04,56.99,6,52.24,341.94
2025-02-09,PRD-A01,59.79,13,62.0,747.37
2025-02-09,PRD-A02,124.79,6,114.99,711.3
2025-02-09,PRD-A03,39.59,18,51.83,710.64
2025-02-09,PRD-A04,106.39,8,105.84,851.12
2025-02-09,PRD-H01,47.49,5,59.39,237.45
2025-02-09,PRD-H02,179.19,4,149.99,636.12
2025-02-09,PRD-H03,275.99,4,299.24,1103.96
2025-02-09,PRD-H04,145.59,8,134.99,1142.88
2025-02-09,PRD-B01,38.0,13,44.1,488.3
2025-02-09,PRD-B02,56.16,8,60.9,446.47
2025-02-09,PRD-B03,41.59,15,36.09,619.69
2025-02-09,PRD-B04,79.19,2,89.24,158.38
2025-02-09,PRD-S01,189.99,11,170.99,2051.89
2025-02-09,PRD-S02,27.59,8,31.34,220.72
2025-02-09,PRD-S03,149.99,2,146.99,277.48
2025-02-09,PRD-S04,51.99,6,45.59,298.94
2025-02-10,PRD-E01,155.99,6,130.49,912.54
2025-02-10,PRD-E02,189.99,2,185.24,379.98
2025-02-10,PRD-E03,237.49,8,239.0,1899.92
2025-02-10,PRD-E04,56.99,7,52.24,398.93
2025-02-10,PRD-A01,64.99,13,62.0,844.87
2025-02-10,PRD-A02,113.99,14,114.99,1595.86
2025-02-10,PRD-A03,50.39,10,51.83,493.82
2025-02-10,PRD-A04,83.59,9,105.84,752.31
2025-02-10,PRD-H01,45.99,9,59.39,409.31
2025-02-10,PRD-H02,159.99,5,149.99,799.95
2025-02-10,PRD-H03,275.99,7,299.24,1931.93
2025-02-10,PRD-H04,140.39,3,134.99,386.07
2025-02-10,PRD-B01,39.52,14,44.1,553.28
2025-02-10,PRD-B02,51.3,8,60.9,410.4
2025-02-10,PRD-B03,41.59,5,36.09,203.79
2025-02-10,PRD-B04,93.59,0,89.24,0.0
2025-02-10,PRD-S01,215.99,5,170.99,1079.95
2025-02-10,PRD-S02,29.99,4,31.34,118.46
2025-02-10,PRD-S03,131.99,2,146.99,263.98
2025-02-10,PRD-S04,51.99,5,45.59,259.95
2025-02-11,PRD-E01,155.99,2,130.49,311.98
2025-02-11,PRD-E02,189.99,3,185.24,569.97
2025-02-11,PRD-E03,237.49,2,239.0,474.98
2025-02-11,PRD-E04,56.99,5,52.24,282.1
2025-02-11,PRD-A01,64.99,25,62.0,1624.75
2025-02-11,PRD-A02,113.99,0,114.99,0.0
2025-02-11,PRD-A03,50.39,14,51.83,702.94
2025-02-11,PRD-A04,83.59,5,105.84,417.95
2025-02-11,PRD-H01,45.99,5,59.39,225.35
2025-02-11,PRD-H02,159.99,7,149.99,1095.93
2025-02-11,PRD-H03,275.99,5,299.24,1324.75
2025-02-11,PRD-H04,140.39,2,134.99,266.74
2025-02-11,PRD-B01,39.52,7,44.1,270.71
2025-02-11,PRD-B02,51.3,15,60.9,754.11
2025-02-11,PRD-B03,41.59,16,36.09,659.2
2025-02-11,PRD-B04,93.59,10,89.24,935.9
2025-02-11,PRD-S01,215.99,2,170.99,367.18
2025-02-11,PRD-S02,29.99,5,31.34,143.95
2025-02-11,PRD-S03,131.99,3,146.99,395.97
2025-02-11,PRD-S04,51.99,7,45.59,358.73
2025-02-12,PRD-E01,155.99,5,130.49,779.95
2025-02-12,PRD-E02,189.99,11,185.24,2004.39
2025-02-12,PRD-E03,237.49,2,239.0,474.98
2025-02-12,PRD-E04,56.99,9,52.24,512.91
2025-02-12,PRD-A01,64.99,5,62.0,321.7
2025-02-12,PRD-A02,113.99,4,114.99,421.76
2025-02-12,PRD-A03,50.39,10,51.83,498.86
2025-02-12,PRD-A04,83.59,11,105.84,919.49
2025-02-12,PRD-H01,45.99,9,59.39,413.91
2025-02-12,PRD-H02,159.99,2,149.99,295.98
2025-02-12,PRD-H03,275.99,1,299.24,275.99
2025-02-12,PRD-H04,140.39,10,134.99,1403.9
2025-02-12,PRD-B01,39.52,13,44.1,509.8
2025-02-12,PRD-B02,51.3,14,60.9,710.49
2025-02-12,PRD-B03,41.59,7,36.09,274.49
2025-02-12,PRD-B04,93.59,4,89.24,374.36
2025-02-12,PRD-S01,215.99,2,170.99,431.98
2025-02-12,PRD-S02,29.99,16,31.34,478.34
2025-02-12,PRD-S03,131.99,5,146.99,659.95
2025-02-12,PRD-S04,51.99,3,45.59,153.37
2025-02-13,PRD-E01,155.99,1,130.49,155.99
2025-02-13,PRD-E02,189.99,6,185.24,1101.94
2025-02-13,PRD-E03,237.49,1,239.0,237.49
2025-02-13,PRD-E04,56.99,12,52.24,658.23
2025-02-13,PRD-A01,64.99,17,62.0,1095.08
2025-02-13,PRD-A02,113.99,3,114.99,330.57
2025-02-13,PRD-A03,50.39,9,51.83,450.99
2025-02-13,PRD-A04,83.59,9,105.84,752.31
2025-02-13,PRD-H01,45.99,3,59.39,137.97
2025-02-13,PRD-H02,159.99,2,149.99,319.98
2025-02-13,PRD-H03,275.99,1,299.24,275.99
2025-02-13,PRD-H04,140.39,3,134.99,421.17
2025-02-13,PRD-B01,39.52,1,44.1,39.52
2025-02-13,PRD-B02,51.3,2,60.9,94.9
2025-02-13,PRD-B03,41.59,14,36.09,573.94
2025-02-13,PRD-B04,93.59,3,89.24,280.77
2025-02-13,PRD-S01,215.99,5,170.99,1047.55
2025-02-13,PRD-S02,29.99,19,31.34,562.31
2025-02-13,PRD-S03,131.99,0,146.99,0.0
2025-02-13,PRD-S04,51.99,11,45.59,551.09
2025-02-14,PRD-E01,155.99,7,130.49,1076.33
2025-02-14,PRD-E02,189.99,11,185.24,2089.89
2025-02-14,PRD-E03,237.49,8,239.0,1899.92
2025-02-14,PRD-E04,56.99,5,52.24,284.95
2025-02-14,PRD-A01,64.99,1,62.0,64.99
2025-02-14,PRD-A02,113.99,4,114.99,450.26
2025-02-14,PRD-A03,50.39,12,51.83,599.64
2025-02-14,PRD-A04,83.59,8,105.84,647.82
2025-02-14,PRD-H01,45.99,4,59.39,183.96
2025-02-14,PRD-H02,159.99,11,149.99,1759.89
2025-02-14,PRD-H03,275.99,0,299.24,0.0
2025-02-14,PRD-H04,140.39,5,134.99,701.95
2025-02-14,PRD-B01,39.52,9,44.1,341.85
2025-02-14,PRD-B02,51.3,13,60.9,641.25
2025-02-14,PRD-B03,41.59,6,36.09,247.46
2025-02-14,PRD-B04,93.59,2,89.24,187.18
2025-02-14,PRD-S01,215.99,7,170.99,1511.93
2025-02-14,PRD-S02,29.99,0,31.34,0.0
2025-02-14,PRD-S03,131.99,3,146.99,395.97
2025-02-14,PRD-S04,51.99,2,45.59,96.18
2025-02-15,PRD-E01,155.99,8,130.49,1224.52
2025-02-15,PRD-E02,189.99,11,185.24,2080.39
2025-02-15,PRD-E03,237.49,6,239.0,1389.32
2025-02-15,PRD-E04,56.99,0,52.24,0.0
2025-02-15,PRD-A01,64.99,6,62.0,389.94
2025-02-15,PRD-A02,113.99,19,114.99,2137.31
2025-02-15,PRD-A03,50.39,22,51.83,1093.46
2025-02-15,PRD-A04,83.59,2,105.84,167.18
2025-02-15,PRD-H01,45.99,3,59.39,135.67
2025-02-15,PRD-H02,159.99,6,149.99,959.94
2025-02-15,PRD-H03,275.99,1,299.24,262.19
2025-02-15,PRD-H04,140.39,5,134.99,694.93
2025-02-15,PRD-B01,39.52,5,44.1,197.6
2025-02-15,PRD-B02,51.3,17,60.9,859.25
2025-02-15,PRD-B03,41.59,12,36.09,492.84
2025-02-15,PRD-B04,93.59,14,89.24,1296.22
2025-02-15,PRD-S01,215.99,5,170.99,1069.15
2025-02-15,PRD-S02,29.99,12,31.34,353.88
2025-02-15,PRD-S03,131.99,1,146.99,118.79
2025-02-15,PRD-S04,51.99,6,45.59,311.94
2025-02-16,PRD-E01,155.99,5,130.49,779.95
2025-02-16,PRD-E02,189.99,4,185.24,740.96
2025-02-16,PRD-E03,237.49,2,239.0,474.98
2025-02-16,PRD-E04,56.99,5,52.24,284.95
2025-02-16,PRD-A01,64.99,4,62.0,243.71
2025-02-16,PRD-A02,113.99,6,114.99,672.54
2025-02-16,PRD-A03,50.39,8,51.83,388.0
2025-02-16,PRD-A04,83.59,5,105.84,405.41
2025-02-16,PRD-H01,45.99,12,59.39,549.58
2025-02-16,PRD-H02,159.99,2,149.99,295.98
2025-02-16,PRD-H03,275.99,4,299.24,993.56
2025-02-16,PRD-H04,140.39,2,134.99,259.72
2025-02-16,PRD-B01,39.52,14,44.1,551.3
2025-02-16,PRD-B02,51.3,7,60.9,359.1
2025-02-16,PRD-B03,41.59,6,36.09,249.54
2025-02-16,PRD-B04,93.59,0,89.24,0.0
2025-02-16,PRD-S01,215.99,8,170.99,1684.72
2025-02-16,PRD-S02,29.99,15,31.34,448.35
2025-02-16,PRD-S03,131.99,6,146.99,791.94
2025-02-16,PRD-S04,51.99,3,45.59,155.97
2025-02-17,PRD-E01,155.99,3,130.49,467.97
2025-02-17,PRD-E02,189.99,15,185.24,2849.85
2025-02-17,PRD-E03,237.49,1,239.0,237.49
2025-02-17,PRD-E04,56.99,9,52.24,507.21
2025-02-17,PRD-A01,64.99,5,62.0,321.7
2025-02-17,PRD-A02,113.99,8,114.99,894.82
